OTUID	FR-001	FR-003	FR-024	FR-025	FR-026	FR-027	FR-030	FR-039	FR-040	FR-051	FR-052	FR-053	FR-054	FR-060	FR-105	FR-110	FR-113	FR-115	FR-116	FR-118	FR-121	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-161	FR-162	FR-166	FR-169	FR-170	FR-173	FR-187	FR-191	FR-192	FR-193	FR-194	FR-195	FR-196	FR-198	FR-200	FR-202	FR-208	FR-211	FR-212	FR-213	FR-214	FR-215	FR-218	FR-221	FR-223	FR-229	FR-241	FR-249	FR-268	FR-275	FR-276	FR-281	FR-282	FR-293	FR-294	FR-298	FR-302	FR-305	FR-310	FR-312	FR-316	FR-328	FR-344	FR-349	FR-376	FR-382	FR-390	FR-393	FR-398	FR-399	FR-400	FR-404	FR-414	FR-419	FR-430	FR-449	FR-450	FR-451	FR-459	FR-460	FR-473	FR-474	FR-495	FR-496	FR-500	FR-503	FR-504	FR-505	FR-506	FR-507	FR-510	FR-539	FR-542	FR-548	FR-551	FR-552	FR-558	FR-568	FR-596	FR-606	FR-617	FR-626	FR-628	FR-643	FR-652	FR-654	FR-664	FR-666	FR-667	FR-672	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-790	FR-792	FR-812	FR-815	FR-817	FR-820	FR-823	FR-824	FR-825	FR-826	FR-827	FR-828	FR-829	FR-830	FR-835	FR-901	FR-902	Domain	Phylum	Class	Order	Family	Genus	Species
876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__Desulfovibrio desulfuricans
44742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__Desulfovibrio fairfieldensis
901	571	0	0	0	15818	11091	17917	1171	0	0	499	25279	0	0	10087	0	0	0	0	0	0	0	0	0	21196	0	5635	0	4087	1516	0	0	2083	0	0	0	0	0	0	0	6066	0	1482	2496	0	0	0	0	0	0	3584	0	117531	0	0	0	3734	148708	0	0	116483	0	0	0	0	0	38947	0	0	35165	0	7140	9998	0	0	0	0	0	6980	0	9068	2530	60917	249335	0	0	11277	0	0	0	57521	0	0	0	0	30798	15924	0	5871	0	0	37172	8468	0	0	0	5153	4862	3474	0	0	0	8366	0	4743	0	0	0	0	11263	0	0	0	0	6784	24888	0	0	0	1878	4524	0	0	0	0	0	20419	0	0	0	7547	8154	0	0	0	0	0	0	9038	0	0	1817	0	0	0	1240	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__Desulfovibrio piger
457398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__Desulfovibrio sp. 3_1_syn3
665942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__Desulfovibrio sp. 6_1_46AFAA
29	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	NA	NA	NA
31	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	 f__Myxococcaceae	NA	NA
83461	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	 f__Myxococcaceae	 g__Corallococcus	NA
1262867	0	0	0	0	8517	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1993	0	0	0	0	0	0	0	0	3384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7069	0	0	0	0	0	0	0	0	9482	0	0	0	0	0	0	0	0	0	0	0	0	2756	0	0	0	0	0	0	0	0	2005	0	0	0	0	0	0	0	0	0	0	0	1825	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Deltaproteobacteria	 o__Myxococcales	 f__Myxococcaceae	 g__Corallococcus	 s__Corallococcus sp. CAG:1435
29547	0	0	0	0	0	0	0	0	0	0	0	2012	0	0	17	4	0	0	0	8	12	0	4	0	0	3	0	0	5	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	23	14	0	0	0	0	0	0	7	0	42	0	0	0	0	0	0	0	16	0	0	25	0	0	0	0	0	0	0	0	0	0	12	49	42	0	0	0	147	45	0	1206	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	216	0	0	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	117	0	0	15	0	0	0	0	0	0	0	0	0	1603	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	NA	NA	NA	NA
213849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	371	0	0	9	1868	129	0	94	0	0	51	0	0	49	0	0	0	0	0	0	139	0	0	0	0	51	0	0	0	0	543	66	0	0	0	0	0	0	32	0	1259	0	0	0	0	0	0	0	142	0	0	182	0	0	0	0	0	0	0	0	0	0	99	1244	79	0	0	0	127	4830	0	0	0	0	0	0	17	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	73	0	0	0	413	0	0	0	0	0	0	0	0	68	396	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	360	0	0	42	0	0	0	0	0	0	0	0	0	2456	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	NA	NA	NA
72294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	6	0	50	0	18	0	0	17	0	0	16	0	0	0	0	0	0	43	0	0	0	0	18	0	0	0	0	28	1757	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	45	0	0	38	0	0	0	0	0	0	0	0	0	0	21	48	46	0	0	0	40	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	136	0	0	0	272	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	154	0	0	19	0	0	0	0	0	0	0	0	0	2232	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	NA	NA
194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1672	0	0	0	267	0	2472	0	3042	0	0	2206	0	0	2110	0	0	0	0	0	0	2742	0	0	0	0	2176	0	0	0	0	2057	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0	3971	0	0	3314	0	0	0	0	0	0	0	0	0	0	3161	2462	1003	0	0	0	1119	0	0	0	0	0	0	0	1531	0	0	0	0	0	1426	0	0	0	0	0	0	0	0	0	0	3613	0	0	0	2505	0	0	0	0	0	0	0	0	2396	0	3886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	0	7933	0	0	1800	0	0	0	0	0	0	0	0	0	92178	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	NA
195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter coli
199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12567	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter concisus
200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15684	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter curvus
824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter gracilis
197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	0	2003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter jejuni
204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1559	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter showae
936554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1954	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter sp. FOBRC14
827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Epsilonproteobacteria	 o__Campylobacterales	 f__Campylobacteraceae	 g__Campylobacter	 s__Campylobacter ureolyticus
1262986	0	5348	0	2974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4929	5627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10554	1299	0	0	1762	0	0	12150	0	0	0	0	0	0	0	0	0	2969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6959	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 s__Proteobacteria bacterium CAG:139	NA	NA	NA	NA
1262987	0	0	0	0	0	0	78703	0	0	0	0	0	0	0	0	0	0	0	0	56305	0	0	0	23507	0	0	0	0	0	0	0	44320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28117	0	0	0	0	2405	0	0	41553	0	0	0	0	0	0	0	0	46329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7136	0	0	0	1322	0	0	0	0	0	0	0	0	0	0	0	5662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 s__Proteobacteria bacterium CAG:495	NA	NA	NA	NA
1236	793	1386	1102	9086	6569	28560	2933	4071	457	393	412	4418	21083	226	23204	802	3489	1565	201	3264	4016	5607	2428	42991	106715	50010	6989	2316	890	1410	10653	6565	3607	406	2863	2203	5565	4658	1481	6855	3740	5486	11178	3358	8812	2791	5365	4310	507	916	2918	1757	12873	3815	4887	2819	2412	7454	2606	0	529	1930	4705	2671	10499	1840	5440	31665	16875	2060	4680	3390	65624	2785	10562	36483	40667	2309	60693	6908	17405	3932	179250	4492	15847	3743	7669	2855	32966	8321	16177	6841	1161	1605	10032	1853	9336	4262	3935	33887	2139	4460	2293	2132	2822	6743	4644	1589	5550	12279	1422	2237	5008	2581	2553	1919	2063	1631	301	9817	3021	1665	637	2184	1664	10062	5948	4286	164	8257	3710	20204	9219	16956	88244	2776	15378	7598	11191	481	4132	4529	2553	19959	11174	459	28248	5340	5116	6167	705	1090	510	2360	19767	2518	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	NA	NA	NA	NA
135624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6410	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	414	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	45	0	0	0	0	0	0	0	566	0	0	453	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	NA	NA	NA
84642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Aeromonadaceae	NA	NA
642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Aeromonadaceae	 g__Aeromonas	NA
83763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430390	0	0	0	0	0	37663	0	0	0	0	0	0	0	0	0	0	0	6980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34157	0	0	0	0	31426	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10429	0	0	0	0	1531	0	0	0	0	0	0	0	32833	0	0	0	0	0	0	0	0	0	0	0	0	0	1018	0	0	0	0	0	0	0	42561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Succinivibrionaceae	NA	NA
13334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Succinivibrionaceae	 g__Anaerobiospirillum	NA
13335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Succinivibrionaceae	 g__Anaerobiospirillum	 s__Anaerobiospirillum succiniciproducens
674963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15140	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0	0	0	0	685	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4173	0	0	0	0	125	0	0	0	0	0	0	0	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Succinivibrionaceae	 g__Succinatimonas	NA
1262974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1887391	0	0	0	0	0	137520	0	0	0	0	0	0	0	0	0	0	0	32816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128741	0	0	0	0	121211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3277	0	0	0	0	0	0	0	74191	0	0	0	0	0	0	0	0	0	0	0	0	0	3087	0	0	0	0	0	0	0	218348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Succinivibrionaceae	 g__Succinatimonas	 s__Succinatimonas sp. CAG:777
626938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Succinivibrionaceae	 g__Succinatimonas	 s__Succinatimonas hippei
