"genus"	"FR.294.M"	"FR.316.M"	"FR.221.M"	"FR.213.M"	"FR.194.M"	"FR.716.M"	"FR.052.M"	"FR.684.M"	"FR.053.M"	"FR.198.M"	"FR.730.M"	"FR.115.M"	"FR.276.M"	"FR.305.M"	"FR.399.M"	"FR.393.M"	"FR.728.M"	"FR.152.M"	"FR.726.M"	"FR.400.M"	"FR.460.M"	"FR.721.M"	"FR.719.M"	"FR.759.M"	"FR.542.M"	"FR.129.M"	"FR.751.M"	"FR.212.M"	"FR.696.M"	"FR.040.M"	"FR.110.M"	"FR.187.M"	"FR.139.M"	"FR.169.M"	"FR.390.M"	"FR.156.M"	"FR.116.M"	"FR.027.M"	"FR.558.M"	"FR.060.M"	"FR.349.M"	"FR.039.M"	"FR.132.M"	"FR.568.M"	"FR.030.M"	"FR.105.M"	"FR.173.M"	"FR.682.M"	"FR.166.M"	"FR.142.M"	"FR.294.Q"	"FR.316.Q"	"FR.221.Q"	"FR.213.Q"	"FR.194.Q"	"FR.716.Q"	"FR.052.Q"	"FR.684.Q"	"FR.053.Q"	"FR.198.Q"	"FR.730.Q"	"FR.115.Q"	"FR.276.Q"	"FR.305.Q"	"FR.399.Q"	"FR.393.Q"	"FR.728.Q"	"FR.152.Q"	"FR.726.Q"	"FR.400.Q"	"FR.460.Q"	"FR.721.Q"	"FR.719.Q"	"FR.759.Q"	"FR.542.Q"	"FR.129.Q"	"FR.751.Q"	"FR.212.Q"	"FR.696.Q"	"FR.040.Q"	"FR.110.Q"	"FR.187.Q"	"FR.139.Q"	"FR.169.Q"	"FR.390.Q"	"FR.156.Q"	"FR.116.Q"	"FR.027.Q"	"FR.558.Q"	"FR.060.Q"	"FR.349.Q"	"FR.039.Q"	"FR.132.Q"	"FR.568.Q"	"FR.030.Q"	"FR.105.Q"	"FR.173.Q"	"FR.682.Q"	"FR.166.Q"	"FR.142.Q"	"FR.294.D"	"FR.316.D"	"FR.221.D"	"FR.213.D"	"FR.194.D"	"FR.052.D"	"FR.684.D"	"FR.053.D"	"FR.198.D"	"FR.730.D"	"FR.115.D"	"FR.305.D"	"FR.399.D"	"FR.393.D"	"FR.728.D"	"FR.152.D"	"FR.726.D"	"FR.460.D"	"FR.721.D"	"FR.719.D"	"FR.759.D"	"FR.542.D"	"FR.129.D"	"FR.751.D"	"FR.212.D"	"FR.696.D"	"FR.040.D"	"FR.110.D"	"FR.187.D"	"FR.139.D"	"FR.390.D"	"FR.156.D"	"FR.027.D"	"FR.558.D"	"FR.060.D"	"FR.349.D"	"FR.039.D"	"FR.132.D"	"FR.568.D"	"FR.030.D"	"FR.105.D"	"FR.173.D"	"FR.682.D"	"FR.166.D"	"FR.142.D"
"g__Aggregatibacter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.000201824086090082	0	0	0	0	0.000323737746526294	0	0	0	0	0	0	0.00504478649342496	0	0	0	0	0.00201609651457235	0.000435853291781986	0	0	0	0	0	0	0	0	0	0	0	0	0.00823248538733844	0.00052312746523818	0	0	0.00322672242443016	0	0	0	0	0.00110587662840334	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00369421731849079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Agromyces"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Akkermansia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.882745061071683	1.76602957507744	0.119479858965329	0.522626162764571	0.0124107871252149	0.0665552944960111	0.0131415638460977	0.00485606619789441	0.00563316809373592	6.71292001789748	0.284690894960042	0.389805097451274	2.62378332628015	0.0613443168872141	0.104819452696719	10.4404207483539	0.00449822320183528	0.00148167903868664	0.503007987766846	1.32134965565072	2.30086952731711	0.0222763844117724	1.29192976499089	0.00738652451710596	7.97028553741391	0.0102880658436214	0.121824078633166	0.966443661507198	0.00518255551812599	0.00899084218503153	3.13384416718035	0.0134834490662712	0.00318207853369821	0.154359101012596	0.0136013140961927	0.0214627703483573	0.0208673877508434	0.686646531918738	0.00349994531335448	0.165221944266682	0.0587676302890867	0.459092266348164	1.21867604450048	0.229451090414159	2.00569199440614	0.00584330590875093	4.46201114730813	0.00311893540338231	0.331034058015643	0.00510838285626713	0.572591759756275	1.4523565756311	0.0995038952709713	0.437194165759945	0.0163455486561892	0.0163538469279928	0.00533609168226447	0	4.63069960695828	0.277585353785255	0.378064516129032	0.0424144556641184	0.0950178038410227	7.80057986037999	0.00458534706491934	0	0.500959174391924	2.22030153767457	0.0318021201413428	1.28466076696165	0.0115917299961515	6.94977188091695	0.0166227655167123	0.137053453413375	0.716676637181952	0.00784091163665962	0.0151123984635728	3.0914948049446	0.0153762448844416	0	0.0147945877171106	0.0188761434586903	0.680745373922316	0.00568682646649037	0.177094228392127	0.0256310542317754	0.434046157103536	1.17179675502437	0.219050716458457	1.76935996704237	0.0105982100800754	4.07850093621095	0.00634329097865086	0.360097474661245	0.0175839634253561
"g__Albidovulum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Alcaligenes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234748672202823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135924969416882	0	0	0	0	0	0.000827385808347661	0	0	0	0	0	0	0.00142785749982152	0	0	0	0	0	0	0.00033533865851123	0	0	0	0	0	0	0	0.00208048711138234	0	0	0	0	0	0	0.0226393348151807	0	0.00990589400693413	0	0.000645344484886032	0	0	0	0	0	0	0	0	0	0	0.0138572396378641	0	0	0	0	0	0.000939399348056852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256654407141152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139692985859966	0
"g__Alicycliphilus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Alishewanella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.000403648172180164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Alistipes"	0.0747694249237179	0.0515048125660842	0.552508902762228	3.37219204428903	0.030309710128954	0.959914809462235	0.245784119614938	0.257532835436518	0.271398212868372	0.413444825144312	0.132379040470164	0	0.0234348075818495	0	0.254193659101635	0.292913577456954	0.0445343737595725	0.0199178389144778	1.80312135029814	0.563567660455104	0.20936437486436	0.682209261599842	0.447623579798941	0.0596145847774851	0.106286728213417	0.0843499586060388	0.024807881492465	3.20150877298666	0	1.45130745138029	0.362096901675624	0.483573323994127	0.158334944884935	0.419613251562546	0	0.274215496268195	0.521087770721381	0.704650421501672	0.130139946921493	0.642313487617355	0.014510143148143	1.02453409540024	1.0323266516527	0.0165895081729249	1.24819971195391	0.833687418499363	0.295835688713021	0.129437038768191	0.55276154229532	0	0.00202001158139973	0.0233795078613595	0.735446969712259	1.10636768076214	0.0339228181422541	1.24176992415376	0.35920274512667	0.308845810186084	0.332356917530419	1.82276035925922	0.224289117542704	0.0128507174983937	0.00521742155026986	0.0079667944009369	0.167599017948229	0.931929500562068	0.0706221042688138	0.177801484642397	2.28566829641255	0.679827744713795	0.369603591431124	0.53900114439465	0.583115127691112	0.102590618293138	0.183872976568171	0.101594650205761	0.0617211176376762	11.3648179670902	0.00296146029607199	1.44238796768434	0.648366036598261	0.777995011123846	0.409427438002503	0.467193545731456	0.0026156373261909	0.32029057289087	1.13727263242096	1.08740545703296	0.200371869189544	0.557914945604747	0.0137541262378714	1.40215984871106	1.04726516709796	0.0224236292904747	3.42255698128021	0.991024682124159	0.284086522873597	0.495564180759634	0.831434378271848	0.00170279428542238	0.108806035108081	0.0653251649163482	1.02694936462126	4.9395857477063	0.0341941362692694	0.319529009208474	0.42360358585361	0.523097325572828	1.91354542616639	0.252845126175161	0	0.0127754384530477	0.437177875248342	1.20709762062878	0.0949166842438304	0.196044842878624	2.72535468935402	0.470518717119914	0.822816759212519	0.911135693215339	0.113598953962285	0.272135935218372	0.113802010075953	0.0695533443352523	10.502053792764	0	1.9658711668031	0.715076189665447	0.956875547039481	0.616560288307064	0.00803134761786003	0.274430085668651	1.17878831224561	0.237628105921205	0.764833127317676	0.0110478682033515	1.47975627543699	1.23634016603236	0.0263052170419544	3.08343984704279	1.17640131888837	0.43361349270037	0.579221757488057	0.844366492309125	0
"g__Alkalibacterium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Allisonella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0370335456589951	0	0.000201824086090082	0	0	0	0	0	0	0.0365588816256152	0	0	0.0492756479747709	0.0581575991268393	0	0.000501846796210053	0	0	0	0	0	0.00436791851211224	0	0	0	0	0.00231165234598038	0	0	0	0.00629918425563889	0	0.0890981989435499	0	0	0	0.0504295203978715	0	0.0087498632833862	0.00174530222816918	0.036260878263479	0.00124415248332836	0	0.00521479750941271	0	0	0	0.0162877737732187	0.0107778530516721	0	0.0167742637458291	0	0	0	0	0	0	0	0.0208113125913918	0	0	0.0378152978210212	0	0	0	0	0	0	0.00555275113579	0	0	0	0	0.00256654407141152	0	0	0	0	0	0.0900959576223351	0	0	0	0.00974884537112636	0	0.0136993565721558	0	0	0.00573932008188097	0	0	0	0.0178405058774555	0.0124171542986636	0
"g__Allobaculum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0521920668058455	0	0.00444503711605992	0.00100601597553369	0	0.000871706583563972	0	0	0	0	0	0	0.0337806632094269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Alloiococcus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Alloprevotella"	0.013397989437198	0	0	0	0	0	4.8832525431829	0	2.96873799831016	0.43895727975241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217200425158279	0	0	0.149132437017922	0	0	0	0.0568092001264622	0	0.564445948559273	0	0	0	0.100960755577268	0	0	0	0.0161843904344672	0.332897576992065	0.0335715984277301	0	0	0	0	0.0134830248716865	0	0	0.00134667438759982	0.000876731544800982	0	0.00089875522401474	0.00115834013168673	0.000893359657664579	5.84799591151347	0.000647475493052588	3.17034700315457	0.668972968253795	0.000844780103738997	0	0.00173914051675662	0	0.000560531832602773	0.00100369359242011	0.000449822320183527	0.00444503711605992	0.00033533865851123	0.000806438605828938	0.000871706583563972	0	0.000652984465499566	0.0217492110781453	0.000736965837948582	0.00257201646090535	0.14494060209297	0.000791734293970943	0.001850912685045	0.00128440602643308	0.0895384047765814	0.00134834490662712	0.578077600288508	0.00617436404050383	0.00052312746523818	0	0.137376969359719	0.000645344484886032	0	0.00174530222816918	0.00375112533760128	0.34836269533194	0	0.00104295950188254	0	0	0	0.00069309675630718	0.00307938658619203	0	0.105179167271145	0	0	0	0	4.97534343078549	0	3.18647314521476	0.434846899935923	0	0	0	0	0	0	0.0038066959782257	0	0	0	0	0.0264291443912255	0	0	0.164258820570337	0	0	0	0.0936409295990466	0	0.657809039989579	0	0	0	0	0	0	0.381113698920178	0.402839910084352	0	0	0	0	0	0	0
"g__Alloscardovia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696535298611423	0.000165477161669532	0	0	0.011007083381894	0	0	0.00337912041495599	0	0	0	0	0	0.0274391615311952	0.00148167903868664	0	0	0	0	0	0.18958746260572	0	0	0	0.0221685602311864	0	0	0	0	0.00318207853369821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00308789698775649	0	0	0	0	0	0	0.00649298265980116	0	0	0.0131349949101895	0	0	0	0	0	0	0	0.0320974294544354	0	0	0	0	0	0.202159771132883	0	0	0	0.0176067962233422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__alpha-proteobacterium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Altererythrobacter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.000584487696533988	0	0	0.000330954323339064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326492232749783	0.000410362473172553	0.000736965837948582	0.00257201646090535	0.000924660938392153	0	0.010735293573261	0	0	0.00134834490662712	0	0.00205812134683461	0	0.00330196466897804	0.00173894897923695	0.00129068896977206	0	0.000581767409389726	0	0	0	0.00104295950188254	0	0.00233732236350037	0.00154394849387824	0.00069309675630718	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Amaricoccus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Anaerobiospirillum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135370334558113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163346698063175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123746255047545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Anaerococcus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0838739844526273	0.000605472258270246	0.00044937761200737	0	0.00044667982883229	0	0	0.00112663361874718	0	0	0.00285571499964304	0	0	0	0	0.00449822320183528	0.00444503711605992	0.000670677317022461	0.00443541233205916	0	0	0.000326492232749783	0.00574507462441575	0.00147393167589716	0.00257201646090535	0.00369864375356861	0	0	0	0	0	0	0	0	0	0	0.000645344484886032	0	0	0	0	0	0.00834367601506033	0	0	0	0	0	0	0	0.0726890925978274	0	0.00039351410059401	0	0	0	0	0	0	0	0	0	0	0.00366827765193547	0	0	0	0	0	0.00649136879784487	0.00174670048278801	0	0.0053897425499642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00813070344933137	0	0	0	0	0	0
"g__Anaerofilum"	0	0	0	0.0208202140386266	0.018107099557557	0	0	0	0.0243234247382031	0.0555551581652969	0	0	0	0.0231361386485691	0	0.0173835951013029	0	0	0.0104070706408828	0	0	0	0.0104098506929986	0	0.0136152420438674	0	0.0336474714495502	0	0	0	0.014819791337338	0	0.0181299555211758	0	0	0	0.0146555935515388	0.0210242185433608	0.0134787802168689	0	0	0	0	0	0	0.0249080599551655	0.0320331637459959	0	0	0	0	0.00409141387573792	0.00201824086090082	0.0204466813463353	0.000165477161669532	0.00312675880182603	0	0.00258990197221035	0.00337990085624155	0.0834852072943154	0.000422390051869498	0	0.00231885402234216	0	0.0100895729868499	0	0	0.00296335807737328	0.0124075303649155	0.00645150884663151	0.0113321855863316	0	0.0133861815427411	0.00164144989269021	0.0165817313538431	0.00900205761316872	0.00369864375356861	0.0126677487035351	0	0	0.0134982519763691	0.00134834490662712	0	0	0	0	0.0243452857093173	0.0019360334546581	0.00218746582084655	0.000581767409389726	0.00750225067520256	0	0.00442350651361334	0	0.00613361466179249	0.00584330590875093	0.0277910728898084	0.00034654837815359	0.00461907987928805	0	0	0.00332564475937772	0.00723093077798527	0.0247913883374226	0	0	0.0123140577283026	0	0.0726570386962625	0	0	0	0.200593141442159	0	0	0	0.00957464633650095	0.0105833638339999	0	0.00995575221238938	0	0.0125762434760737	0	0.00410647051425844	0.0294113527821739	0	0	0.0197138799155888	0	0.00651296079197603	0	0.278786118774503	0.202858220309229	0	0	0.118875061868062	0.131743007034136	0.114620195410741	0.801113428095885	0	0	0.0225253762441751	0	0	0
"g__Anaerofustis"	0	0	0	0	0	0	0	0	0	0.0119217077607933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134667438759982	0.00701385235840786	0.022200649469909	0.00404439850806633	0	0.0160804738379624	0	0.00420859070484182	0	0.0433795684960658	0.0595569973135993	0.0271292924966088	0	0	0.000560531832602773	0.0326200417536534	0.0886149970761549	0.00296335807737328	0.00268270926808984	0	0	0	0	0.0139523240878668	0.0143708338399973	0	0.0263528367441764	0.0306137260335431	0.00777383327718898	0	0.000899883465091271	0.00674172453313558	0	0	0	0	0	0.00129068896977206	0	0.00639944150328699	0.0100030009002701	0	0.00221175325680667	0.00834367601506033	0.00245344586471699	0	0	0	0.00923815975857609	0.0851397142711189	0	0.00593865135603165	0.0185489093870057	0.00590271150891014	0	0	0.00533609168226447	0	0.0335901887440008	0.0648193963384463	0.0245161290322581	0	0.00239943949093492	0.0287500607395649	0.090789871885403	0	0.0191492926730019	0.00264584095849998	0	0	0.0162284219946122	0.0129255835726313	0	0.0284886391926679	0.0230088814282313	0.00821428838126246	0	0.00851281178173151	0	0	0	0	0	0	0.00653703527621945	0.00397723255320653	0	0	0.00813070344933137	0	0	0	0	0.0124171542986636	0.123087743977493
"g__Anaeroglobus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00269668981325423	0.00106069284456607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Anaeroplasma"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020540508817747	0	0.0103088532431652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00356319081361899	0.866296946032105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129932390352744	0	0	0	2.64846812835778	0.0110531722604387	0	0.0493249025387468	0.319062433712791	0	0	0	0	0	0	0	0	0
"g__Anaerosporobacter"	0	0.0160782219121639	0	0	0	0	0	0	0	0	0	0	0.0133256748994831	0	0.0552361748680767	0	0	0	0	0.165836713199494	0	0	0.0304859913152103	0	0	0	0.118621594262821	0	0	0.196663995921043	0	0.00942900631743423	0.00966930961129375	0.0117374336101411	0	0.276277266916828	0.0341963849535906	0.2455086165386	0.0181266354640651	0	0.128358958618188	0	0	0.016071086042521	0.089347628953966	0.0673982798786831	0	0	0	0	0.00202001158139973	0.000876731544800982	0.00121094451654049	0.00112344403001842	0.000165477161669532	0	0.00146017376067752	0.00776970591663106	0	0	0	0	0	0	0.00280265916301387	0.000501846796210053	0	0.00148167903868664	0.00704211182873584	0.00161287721165788	0	0	0.000979476698249349	0.000410362473172553	0	0	0	0.00131955715661824	0	0	0.000449941732545635	0	0	0	0.00052312746523818	0	0	0.00258137793954413	0.00087498632833862	0.00174530222816918	0	0.00124415248332836	0.00331762988521001	0.000521479750941271	0.0012267229323585	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
