"genus"	"FR.294.M"	"FR.316.M"	"FR.221.M"	"FR.213.M"	"FR.194.M"	"FR.716.M"	"FR.052.M"	"FR.684.M"	"FR.053.M"	"FR.198.M"	"FR.730.M"	"FR.115.M"	"FR.276.M"	"FR.305.M"	"FR.399.M"	"FR.393.M"	"FR.728.M"	"FR.152.M"	"FR.726.M"	"FR.400.M"	"FR.460.M"	"FR.721.M"	"FR.719.M"	"FR.759.M"	"FR.542.M"	"FR.129.M"	"FR.751.M"	"FR.212.M"	"FR.696.M"	"FR.040.M"	"FR.110.M"	"FR.187.M"	"FR.139.M"	"FR.169.M"	"FR.390.M"	"FR.156.M"	"FR.116.M"	"FR.027.M"	"FR.558.M"	"FR.060.M"	"FR.349.M"	"FR.039.M"	"FR.132.M"	"FR.568.M"	"FR.030.M"	"FR.105.M"	"FR.173.M"	"FR.682.M"	"FR.166.M"	"FR.142.M"	"FR.294.Q"	"FR.316.Q"	"FR.221.Q"	"FR.213.Q"	"FR.194.Q"	"FR.716.Q"	"FR.052.Q"	"FR.684.Q"	"FR.053.Q"	"FR.198.Q"	"FR.730.Q"	"FR.115.Q"	"FR.276.Q"	"FR.305.Q"	"FR.399.Q"	"FR.393.Q"	"FR.728.Q"	"FR.152.Q"	"FR.726.Q"	"FR.400.Q"	"FR.460.Q"	"FR.721.Q"	"FR.719.Q"	"FR.759.Q"	"FR.542.Q"	"FR.129.Q"	"FR.751.Q"	"FR.212.Q"	"FR.696.Q"	"FR.040.Q"	"FR.110.Q"	"FR.187.Q"	"FR.139.Q"	"FR.169.Q"	"FR.390.Q"	"FR.156.Q"	"FR.116.Q"	"FR.027.Q"	"FR.558.Q"	"FR.060.Q"	"FR.349.Q"	"FR.039.Q"	"FR.132.Q"	"FR.568.Q"	"FR.030.Q"	"FR.105.Q"	"FR.173.Q"	"FR.682.Q"	"FR.166.Q"	"FR.142.Q"	"FR.294.D"	"FR.316.D"	"FR.221.D"	"FR.213.D"	"FR.194.D"	"FR.052.D"	"FR.684.D"	"FR.053.D"	"FR.198.D"	"FR.730.D"	"FR.115.D"	"FR.305.D"	"FR.399.D"	"FR.393.D"	"FR.728.D"	"FR.152.D"	"FR.726.D"	"FR.460.D"	"FR.721.D"	"FR.719.D"	"FR.759.D"	"FR.542.D"	"FR.129.D"	"FR.751.D"	"FR.212.D"	"FR.696.D"	"FR.040.D"	"FR.110.D"	"FR.187.D"	"FR.139.D"	"FR.390.D"	"FR.156.D"	"FR.027.D"	"FR.558.D"	"FR.060.D"	"FR.349.D"	"FR.039.D"	"FR.132.D"	"FR.568.D"	"FR.030.D"	"FR.105.D"	"FR.173.D"	"FR.682.D"	"FR.166.D"	"FR.142.D"
"g__Isobaculum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.000292243848266994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Isoptericola"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231165234598038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Janibacter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.000224688806003685	0.000165477161669532	0	0.00438052128203256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105564572529459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00463184548163473	0	0	0	0	0	0	0	0	0.00377396467569064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100038614905353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00563134406104377	0	0	0
"g__Janthinobacterium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116866118175019	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Jeotgalibacillus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Johnsonella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169490052237703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152008026023774	0	0	0	0	0	0	0	0	0	0.00438365772400491	0	0	0	0	0	0	0	0	0	0	0	0	0.000560531832602773	0	0	0	0	0.000403219302914469	0	0	0.000326492232749783	0	0.000368482918974291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250075022506752	0	0	0	0	0.0093492894540015	0	0	0	0	0	0.00380073686786026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00942063118228921	0	0	0	0
"g__Kitasatospora"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326492232749783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Klebsiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343326003250732	0	0	0	0.0180156875063517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0155986137579773	0	0	0	0	0.0489585810404398	0	0	0	0	0	0	0	0	0.0143199485650827	0	0	0	0	0.00438052128203256	0	0	0.000272827474818024	0	0	0	0.000796679440093689	0.00224212733041109	0	0	0	0	0	0	0	0	0.00205181236586277	0	0	0	0	0.000370182537008999	0	0	0.00134834490662712	0.00742484991196249	0	0	0	0	0	0	0	0	0.00124415248332836	0.00110587662840334	0	0	0	0	0	0	0.0170279428542238	0	0.0467965726855294	0	0	0	0.223921904090978	0.0213443667290579	0	0	0	0	0	0.0119971974546746	0	0	0	0	0	0.0141342756183746	0	0.0894881555702899	0	0	0	0	0	0	0	0.0283869136328153	0.172593460987365	0	0	0.0338097033848715	0	0	0	0.0388171360011292	0.116845830273085	0.00526104340839089	0	0	0	0	0	0.158255670828205
"g__Kluyvera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00979171620808796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000971213239578882	0	0.0010913098992721	0	0	0	0	0	0	0	0	0	0.00483863163497363	0	0	0	0	0	0	0	0.000263911431323648	0	0	0.000899883465091271	0	0	0	0.00052312746523818	0	0	0.00258137793954413	0	0	0	0.00124415248332836	0.00110587662840334	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Knoellia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034654837815359	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Kocuria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00116897539306798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013326571332324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103964513446077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013814939550305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Kosakonia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Kurthia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Lachnoanaerobaculum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000673337193799911	0.00993629084107779	0	0	0.00297858891005158	0	0	0	0.00337990085624155	0	0	0	0	0	0	0	0	0	0	0	0.000871706583563972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173894897923695	0.000645344484886032	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00855165795268558	0	0	0.00225455843533645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Lachnoclostridium"	0.394592398585864	0.145249021681073	0.413353827080843	2.31360362066935	0.989198721481318	0.435587332978373	1.62831979244897	0.286797930372486	2.50531274803492	0.103957291674118	0.454355900807852	0.135328897552802	0.729236071223435	0.594528653757169	0.569522502037839	1.95826198816177	1.08479925646959	0.253952446159592	0.445576802254094	0.414360812646089	1.65534028093976	5.3000654799068	0.414163345428588	0.149729654789963	1.35405778133043	0.145269373154845	0.0995166740329916	0.505550162299674	0.284838742087813	0.4588826571491	0.474233322794815	1.04257869852773	0.582575904080449	1.61096276299187	23.5227238120375	0.40616881778071	0.545513759973946	0.95219363983479	0.528925927130925	1.918247498358	0.340430281552585	1.53224090231964	0.587502972485277	0.558340634445003	1.40422467594815	0.375086079324845	0.405125306199359	1.39009986427088	0.654705269357981	0.073394495412844	0.534629731877129	0.822081945175054	0.405868237127155	8.28584909899789	1.33473878602645	1.87069512314963	1.78871285682996	1.05117646297088	4.21473636773321	0.941800443071819	1.21648334938416	2.19033340472621	0.416234297010417	1.67382350363684	0.893487741168821	2.0916974466035	3.58148531330125	1.68763242506408	0.51508017947325	0.459670005322495	2.2259027611306	7.88496649806501	1.02453262636882	0.497359317485135	0.606891367550657	1.0570987654321	0.65281062250486	2.79191903197287	0.385730203563377	0.994130264459201	0.691560442922642	0.950583159172116	0.547317507796092	2.4738618588952	38.8055953713682	1.39508007264322	1.34072966299169	1.56237899790908	3.37657224105873	2.53883297457676	0.871511453436031	2.51443216880661	0.978700816136952	3.22430930006988	2.86317132412473	1.08101159311892	0.830644289706495	4.98024674244525	2.3588101250231	1.73685017113083	0.183156825765269	0.0389575528955676	0.294424637981879	1.65334949364573	0.564203248442946	1.16615508478841	0.229041473746429	2.75669834720892	0.0465516202702185	0.482434438396833	0.451612903225806	0.340337680389191	0.179957961820119	1.25285475955231	0.595178049026531	0.024743523858467	0.30433697283878	1.29337525521341	1.58606764260475	0.239675516224189	0.00741870719753699	1.19020170897175	0	0.0461977932854074	0.298315149647764	0.289740353811803	0.290913670423777	0.297500369635248	0.56300712038417	0.420085971082454	27.4274748174982	0.145201103528387	0.639133431294782	0.0983008574921908	1.62653323191024	0.219631619882627	1.25979250476392	0.343860586232223	0.165483729027568	0.749997359164228	0.162505887894489	0.353366839830497	3.00275536701885	1.9029288962702	0
"g__Lachnospira"	0.600748558635652	0.320746901535879	0.360696281396864	0.437224494811159	4.01406842909102	0.209426738672955	4.93787123643067	0.825275677194297	0.412218040300074	0.0205053373485645	0.115892273525162	0.0982745565562018	0.433773693279724	0.236970147370192	0.838731820326912	0.336807155087744	0.0914890939191217	0.102078924436699	0.171909389104953	0.699378227810678	0.549368715345302	0	0.440931532924871	0.0231064282083276	0.20291102658925	0.290538746309689	0.0233821411768061	1.42235217523268	0	1.22368708573093	0.646142902307935	1.21499481404653	0.320295880874106	0.46069426919804	0	3.98334089315905	0.0716495684741899	0.621231747926402	0.527996356081486	0.44817061391647	1.27019560789129	1.41519472228134	0.386073381918897	1.32353169892116	0.348055688910226	2.76186429502864	1.27190503109101	0	0	0	0.572336614729924	0.36939622420948	0.469442824245531	0.453422010515436	3.58539366189375	0.214852997668331	5.36467839672921	0.45776517358818	0.230959891843173	0.0261914375825303	0.0764525993883792	0.101377882487328	0.540292987205723	0.329825288198787	0.852008385556216	0.317167175204754	0.0224911160091764	0.0637121986635255	0.161633233402413	0.803212851405622	0.486848126920479	0.00349433480968979	0.365671300679757	0.0176455863464198	0.146287718832794	0.198045267489712	0.0145634097796764	1.7365372181096	0.00222109522205399	0.922203526978949	0.593023203495147	1.39418863345244	0.261991132607819	0.42397299744793	0.00470814718714362	4.09443618953277	0.0591242652940563	0.394305480265366	0.573116045061796	0.168130781313631	3.04216264879464	1.14710858962874	0.17251675403092	1.25937359852317	0.0552025319561324	2.34433433059088	1.1641371643842	0.00034654837815359	0.00307938658619203	0.013622354283379	1.51240388800232	1.89062904570624	0.51999823942555	0.803752550463264	4.86439770410799	5.10114225330851	3.81858930154665	3.0538569218301	0.0569572765659144	0.298861949529936	0.105806451612903	0.320407996402437	1.75878914685529	0.583909684316234	0.438359179406289	0.285502198366927	0.348106784662784	1.12404143386941	0	0.903392330383481	0.0208651139930728	0.478246592187358	0.952612331534665	0.0377281978497494	1.70465799798722	0	2.03765505950507	1.27692176725973	1.26321765666028	0.403803569102514	0	5.01815013794105	2.84326601734698	0.454133713538303	2.0490634211277	2.02352754012586	3.75114686992731	1.81500523024193	4.56658567848329	3.79012749955106	4.34055581723976	6.86460841041236	0	0	0
"g__Lachnospiraceae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42536057206728	1.02606815126542	2.49353658364297	3.03105199298971	2.99116517433846	2.32630854855856	4.21114112579397	6.94223223650985	2.63744930148716	0.491635109622079	3.09273995978847	0.27272078246591	1.71015484147734	0.402323117247313	8.6299480947523	0.752268347518869	1.34766767126985	2.4062467588271	2.47178125188628	2.47939549362107	2.8478654085035	3.70923640048571	1.90312322469848	1.54583543644101	0.807346075472671	2.21707818930041	1.90780668113761	0.667432009817505	0.725927955074647	5.95707515059661	1.64318720725666	4.78662441852626	1.6568022232122	1.68971762575121	2.16731708848178	4.13240878322602	2.52321496887281	3.78107333694726	2.92901673411353	3.20961079760312	4.08622586776033	2.49825818652334	1.84017870966315	6.77454344447805	3.00669790721068	11.8385377711294	1.28765304389446	2.4417798724702	0.153969329309602	3.10930236518126	1.18371899027999	0.4691534571265	1.68732197762813	1.86801143551976	1.79744671257198	3.84441201630353	4.17528650707648	1.76453252781257	0.301033811080746	0.890153389411183	0.00903225806451613	0.138485752831037	6.54903014655776	0.342976076710021	0.400300798767459	0.258855326519348	1.39003347706701	1.54252527880549	4.93286219081272	1.26880530973451	0.678811708574634	0.318598168060534	1.35923074955886	0.713499251852403	0.870736104136197	0.0545130047120145	5.5210629053586	1.11114595887864	3.20062451209992	0.569884069297903	1.48114958173587	4.47074197763903	3.11374364442595	1.35508950658656	2.69563563753922	1.87548610620095	3.74173665513915	1.68591840822595	4.19400814983452	2.93449670951863	7.15025906735751	0.906646393828047	0.782207068804884	0.0419078957579897	0.190911602903866
"g__Lacticigenium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410362473172553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Lactobacillus"	0.799989627363016	1.41570106497782	1.44594774094385	0.716761466903539	0.439884429468911	0.667325879161279	0.087048542363624	3.86026112268708	1.73720459840746	0.152597859338154	1.74517277161949	4.09692126758067	0.46731763354394	3.36385434047983	0.84302200866618	0.947405933021008	0.686894308313406	0.221585957923565	0.156491506674016	0.661499089976811	4.67240007319242	0.141619333323181	0.79040509190411	7.2092056009982	0.130882004163629	0.735719083397116	2.16028172628637	0.434652660162323	0.582236511604541	0.154781848641562	1.11296632943408	0.408141273454653	5.35921485205956	0.132046128114088	4.62597326132638	0.577295781617253	0.0586223742061553	0.949480837442099	0.732037201433399	0.200904068307383	0.0876189413176326	0.378499984799197	0.552532557456392	1.09231542876102	0.433402677761775	0.852734758465077	0.640663274919917	2.69031289606386	0.491595306057723	0.185417672621922	0.15419421738018	0.119527733941201	1.56454031537032	0.252774906754145	0.0220084625020478	0.11703011515406	0.00146017376067752	0.0181293138054725	0.365029292474087	0.0813025874957712	0.0937705915150286	0.139930034982509	0.228986834706288	0.00876347384103058	0.096411475207677	0.0762807130239281	0.0319373847330305	0.0133351113481798	0.00536541853617969	0.0108869211786907	3.63937498637958	0.00131037555363367	0.00228544562924848	0.138702515932323	0.0191611117866631	0.0257201646090535	0.0453083859812155	0.0440732090310492	0.00481237298111699	0.00128440602643308	0.629918425563889	0.035056967572305	0.360635567152464	0	0.345787254522437	0.0165098233448902	0.0417347755016868	0.0296858463047575	0.0262495898501586	0.023270696375589	0.0162548764629389	0.00248830496665671	0.0210116559396634	0.0109510747697667	0.0564292548884909	0.037397157816006	0.0293350213836866	0.0582201275298032	0.0123175463447681	0.00681117714168951	0.102459016393443	0.0912176848286462	1.26729921591559	0.205807874610667	0.0263031817455919	0	0.0192920237743408	0.357327046342003	0.0759430354212191	0.104403760514597	3.85161290322581	0.00408814030497527	0.08589993377547	0.0660036605711139	0.0316388947479435	0.0133234359237899	0	3.35536730887106	0	0	0.122872337959206	0.0136242637657465	0.0242948111398102	0.0510742270210893	0.162062556146673	0	0	0.658174763545452	0.196342819293639	0.335417480786766	0.264189066376975	0.0145201103528387	0.0234067177279879	0.0219349020850343	0.0178282780260531	0.00486106200947465	0	0.0144666266052391	0.017696236919133	0.0475350438906905	0.0376825247291569	0.0168940321831313	0.0598648086110175	0.0139692985859966	0
"g__Lactococcus"	0	0.367891518329173	0	1.30382323979596	0	0	0	0	0	0	0.948958909157914	0.00966634982520017	0.017461229178633	0.112876312800595	0.532519627611652	2.2442221275782	0.217831175997909	0.0261421635752521	0	0.510906420051922	0	0	0.217491523407293	0	0	1.052812446305	0	0	0.0266251381493017	0.0109257775511691	0.0177837496048056	0.0983310658818141	0	0	0.3106315159021	0.771102222588759	0	0.0366228323013381	0	0	0	0	0	0	0.0586760548354403	0.058607199894507	0.0602977199924628	0	0.0611662362375968	0	0.0060600347441992	0.446548600151967	0.000605472258270246	1.65550712263515	0.000330954323339064	0.00044667982883229	0	0.00485606619789441	0.0112663361874718	0.000545654949636048	0.948265666447024	0.00428357249946455	0.0208696862010794	0.177659515140893	0.661988094303876	2.83292516460575	0.234357428815618	0.0222251855802996	0.00402406390213477	0.683456718440025	0.0122038921698956	0.00131037555363367	0.218749795942355	0.026673560756216	0.00847510713640869	1.02366255144033	0.00762845274173527	0.00897298866500403	0.0277636902756749	0.0115596542378977	0.0179976693018254	0.12135104159644	0.0180317783576232	0.00205812134683461	0.477615375762458	0.846953937592868	0.00521684693771085	0.0419473915175921	0.0087498632833862	0.00407237186572808	0.00125037511253376	0.0087090673832985	0.00110587662840334	0.00521479750941271	0.0821904364680193	0.0619390426327599	0.069477682224521	0.00970335458830053	0.0523495719652645	0.00170279428542238	0.00408022631655302	0.324012817985087	0	1.28698786599271	0	0	0	0	0	0.966353290450272	0.00645161290322581	0.104758595314991	0.524517472718373	2.17447642495019	0.226057610300524	0.0361636117931441	0.00444537151337544	0.00881946986166661	0	0.237094395280236	0	0.00768548212426726	1.04339820474132	0	0.00660254858375333	0.03024351631283	0.0151123984635728	0.0174736662888173	0.114730442599295	0	0.334357682406699	0.779729925947437	0.0357602631955371	0.00771783591880837	0.00415993153941238	0	0	0	0.00382621338792064	0.0707743986816948	0.0682995760715968	0.0647604567020034	0.0075326580371479	0.0558771943439862	0
"g__Lactonifactor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000673337193799911	0.00204570693786896	0.00706384301315288	0.0840336134453782	0.023332279795404	0.00044667982883229	0	0.00388485295831553	0.00901306894997747	0.0079119967697227	0.0692719685065977	0	0.00231885402234216	0.0079667944009369	0.0084079774890416	0.0130480167014614	0.00629751248256939	0.0133351113481798	0.0107308370723594	0.000806438605828938	0.00479438620960185	0.0179084658996602	0.00750932135324501	0.00410362473172553	0.0865934859589584	0.0321502057613169	0.00577913086495096	0.0886742409247457	0.000370182537008999	0.00385321807929923	0.00449941732545635	0	0.00106069284456607	0.00205812134683461	0.00052312746523818	0	0.0069557959169478	0.0212963680012391	0.0100623427758941	0.00639944150328699	0	0.00124415248332836	0.00110587662840334	0.0709212461280128	0.0294413503766039	0	0.0169834334326607	0.0464374826725811	0	0.00340558857084476	0	0	0	0.0110183948166323	0	0	0	0	0	0.0460168233547749	0	0	0	0	0	0	0	0	0.0272589601211509	0	0	0.0496062937111796	0	0	0.0230088814282313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487640493983785	0	0
"g__Lautropia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141111517786666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
